code,lat,long,Water T,pH,Cond,Turb,Chl,Secchi,Alkalinity,Ca,Mg,K,Na,Si,Cl,NO2,NO3,SO4,PO4,TN,TP,DO %,DO,Carbonate,Silicate,DOC,Waterdepth,MaxDepth,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Slope_100,Wshd_area,Elevation,area_sub-Basin,area_waterbody,MAT,P season,MAP,T season,Connectivity,% aquatic habitat,Ecoregion,Freshwater ecoregion,TRI,tri1,lanfdorm,geology,land cover,HFP2009,Bare Desert,Barren Tundra,Cold Grassland,Cool Grasses and Shrubs,Cool Southern Hemisphere Mixed Forests,Corn and Beans Cropland,Crops and Town,"Crops, Grass, Shrubs",Dry Woody Scrub,Evergreen Broadleaf Forests,Evergreen Forest and Fields,Fields and Woody Savanna,Forest and Field,Glacier Ice,Grass Crops,Hot and Mild Grasses and Shrubs,Inland Water,Low Sparse Grassland,Montane Tropical Forests,Rice Paddy and Field,Savanna (Woods),Sea Water,Seasonal Tropical Forest,Semi Desert Shrubs,Shrub Deciduous,Shrub Evergreen,Southern Hemisphere Mixed Forest,Succulent and Thorn Scrub,Tropical Degraded Forest,Tropical Rainforest,Upland Tundra,Urban,Wooded Wet Swamp,Woody Savanna,Barren,Grassland and shrubs,Forests,Savanna,Rainforest,Wetland,Agriculture,Crops and town,Urban,Inland water
Cusco_Cusc-YC1,-13.94529,-70.87478,6.6,8.26,11,,,,,0.675140711,0.087183333,0.997999052,2.386750983,,0.016810544,0.325630167,0.033797838,0.238360586,,,,,,,,,,8.3,,,,,,,,,,,,4904,181.9,0.05223,17,79,792,1879,0,0.009778875,Central Andean wet puna,312,4.75,0.359815,1,7,Shrub Deciduous,5.266884327,3.38,0,23.3,0,0,0,0,0,0,0,0,1.16,7.04,0,0,0.52,2.11,0,0,0,0,0,0,30.48,0,28.51,0,0,0,0,3.2,0,0,0.47,3.38,86.01,7.04,1.63,0,0,0,0,0,2.11
Ecdr-Am_Añangcch,-0.525,-76.437,26.3,6,49,,9.09,1.25,0.24,1.1,0.01,0.61,3.5,5.5,5,,,0.03,0.06,,,,,,,,,,0.20,1.82,1.14,0.72,,3.00,3.60,2.32,3.60,2.55,30.70,229,139.2,5541.830078,251,16,3122,450,0.0032,20.07152157,Napo moist forests,313,2.875,0.591305,1,7,Tropical Rainforest,6,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0,0,0,0,0,94.37,0,0,0,0,0,0,0.08,0,94.37,0,0,0,0,5.54
Ecdr-Am_Ayauchi,-2.083,-78.017,28.2,6.47,283,,2.09,4.5,0.24,0.97,1.23,0.83,1.8,3.5,5.57,,,,0.00373,,,,,,,,,4.3,,,,,,,,,,,,1113,221.2,221.2,211,15,3175,451,0.0068,18.49938152,Eastern Cordillera real montane forests,312,2.5,0.499697,1,7,Evergreen Forest and Fields,11,0,0,0.08,0,0,0,0.11,3.21,0,0,60.96,3.07,0,0,0,1.41,0,0,0.3,0,0.64,0,0,0,0,0,0,0,0.05,30.16,0,0,0,0,0,4.7,61.31,3.71,30.16,0,0,0.11,0,0
Ecdr-Am_Caimncch,0.008,-76.211,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,213,111.2,0.101865001,254,19,3292,465,0.0076,19.02826064,Napo moist forests,316,10.75,0.480286,1,7,Tropical Rainforest,1.287634492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.6,0,0,0,0,0,0,0,98.71,0,0,0,0.56,0,0,0,0.56,98.71,0,0,0,0,0.71
Ecdr-Am_Cuyabeno,-0.013,-76.179,,,,,,,,,,,,,,,,,0.0082265,,,,,,,,,2.2,0.85,5.90,1.80,3.11,,3.00,3.60,5.12,7.00,1.70,68.30,211,111.2,0.547604024,254,19,3257,479,0.0076,19.02826064,Napo moist forests,316,0,0.194,1,7,Tropical Rainforest,3.049725056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.6,0,0,0,0,0,0,0,98.8,0,0,0,0.46,0,0,0,0.46,98.8,0,0,0,0,0.71
Ecdr-Am_Garzacch,-0.500232,-76.370802,26.1,7.4,75,,,0.75,0.4,2.42,2.31,1.48,4.05,21.1,,,0.138,0.06,0.0256,,,,,,,,,4.3,,,,,,,,,,,,237,137,5541.830078,251,16,3114,482,0.0032,20.07152157,Napo moist forests,316,2.125,0.505454,3,7,Tropical Rainforest,2.006078482,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,95.13,0,0,0,0,0,0,0.01,0,95.13,0,0,0,0,4.87
Ecdr-Am_L. Agrio,0.113,-76.913,28.7,6.3,69,,10.3,1.07,0.68,1.26,2.35,1.61,8.46,24.6,4,0.05,0.113,6.3,0.0213,,0.086,,,,,,,2,0.30,3.80,1.97,0.62,,3.00,2.10,0.87,8.30,0.75,11.40,316,83.9,0.341903001,246,18,3441,410,0.0008,22.12344991,Napo moist forests,313,1.75,0.543529,1,7,Tropical Rainforest,14.77558422,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,99.15,0,0,0,0.5,0,0,0,0.55,99.15,0,0,0,0,0.28
Ecdr-Am_L.Kumpak,-3.045,-78.035,26.7,7,85.35,,8.74175,1.4,0.59,9.4,0.46,0.75,1.11,3.4,5.35,,,,0.028275,,,,,,,,,4.5,,,,,,,,,,,,329,156.6,0.084496103,251,17,2357,599,0.0092,3.289970712,Napo moist forests,313,8.375,0.421724,3,7,Tropical Rainforest,11.78853035,0,0,0.14,0,0,0,0.51,0.13,0,0,11.24,2.79,0,0,0,0.16,3.29,0,3.97,0.28,1.59,0,0,0,0,0,0,0,0.54,70.17,0.27,0,0,4.88,0,0.7,15.75,9.26,70.17,0,0.28,0.51,0,3.29
Ecdr-Am_Limnncch,-0.399,-76.614,28,9,118,,5.89,0.51,0.99,4.2,4.98,2.17,6.43,31.5,5.9,,0.075,4.3,0.0799,,,,,,,,,,2.12,7.59,1.47,12.25,,3.00,5.80,7.97,17.80,3.01,100.00,229,101.8,2.294359922,249,14,3251,412,0.0032,20.07152157,Napo moist forests,313,0,0.263125,1,7,Tropical Rainforest,22.41053009,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0.18,0,93.33,0,0,0,0,6.48
Ecdr-Am_Macurcch,0.002,-76.215,23.45,4.81,11.7,,4.06,1.95,,,,,,,,,,,0.0045,,,,,,,,,2.3,,,,,,,,,,,,217,111.2,1155.430054,254,19,3292,465,0.0076,19.02826064,Napo moist forests,316,3.875,0.480286,1,7,Tropical Rainforest,1.293143749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.61,0,0,0,0,0,0,0,98.7,0,0,0,0.56,0,0,0,0.56,98.7,0,0,0,0,0.72
Ecdr-Am_Mandicch,-0.473,-76.46,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,229,170.5,0.077673897,249,15,3208,469,0.0032,20.07152157,Napo moist forests,316,3.875,0.566429,1,7,Tropical Rainforest,3.281452179,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,93.5,0,0,0,0,0,0,0.08,0,93.5,0,0,0,0,6.44
Ecdr-Am_Mateocch,-0.015,-76.217,,,,,,0.5,,,,,,,,,,,0.00258,,,,,,,,,4.3,0.20,2.60,1.65,0.50,,3.00,2.50,1.55,3.70,1.26,20.20,215,111.2,1155.430054,254,19,3288,468,0.0076,19.02826064,Napo moist forests,316,0.375,0.534167,1,7,Tropical Rainforest,2.359776497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.58,0,0,0,0,0,0,0,98.72,0,0,0,0.56,0,0,0,0.56,98.72,0,0,0,0,0.69
Ecdr-Am_Pecari,-1.532,-77.997,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,923,124.4,0.00210042,214,13,4379,441,0.004,2.326738539,Eastern Cordillera real montane forests,312,4.75,0.618181,1,7,Evergreen Forest and Fields,15.55160046,0,0,0,0,0,0,0.96,0.59,0,0,61.14,0.72,0,0,0,0,2.08,0,0.12,0.04,1.02,0,0,0,0,0,0,0,0,33.29,0,0,0,0,0,0.59,61.26,1.74,33.29,0,0.04,0.96,0,2.08
Ecdr-Am_PetrolP.,-0.099,-76.88,,,,,,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,301,205.6,0.0095344,246,19,3659,417,0.006,6.561049779,Napo moist forests,313,5.625,0.434333,1,7,Tropical Rainforest,5.852497578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,99.32,0,0,0,0.39,0,0,0,0.39,99.32,0,0,0,0,0.28
Ecdr-Am_Puyo,-1.546,-78.004,,6.5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,124.4,0.00176797,214,13,4351,421,0.004,2.326738539,Eastern Cordillera real montane forests,312,2.875,0.351667,1,7,Evergreen Forest and Fields,5.78947258,0,0,0,0,0,0,0.93,0.69,0,0,61.1,1.44,0,0,0,0,2.16,0,0.07,0,0.59,0,0,0,0,0,0,0,0,32.98,0,0,0,0,0,0.69,61.17,2.03,32.98,0,0,0.93,0,2.16
Ecdr-Am_SantCecl,0.066,-77.004,25.8,7.6,70,,28.2,2,0.67,1.99,2.36,1.35,4.48,24.8,24.3,,0.0652,6.45,0.0114,,,,,,,,,7.5,,,,,,,,,,,,325,92.1,0.021815199,245,18,3410,400,0.006,6.561049779,Napo moist forests,313,4.625,0.613334,1,7,Tropical Rainforest,7.418078423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.2,0,0,0,0,0,0,0,98.59,0,0,0,0.18,0,0,0,0.18,98.59,0,0,0,0,1.21
Ecdr-Am_Taracoa,-0.465,-76.759,26.3,5.9,373,,,0.8,0.37,8.26,3.22,2.07,48.7,4.1,9.1,,0.108,0.07,0.0148,,,,,,,,,40,0.30,3.36,1.73,0.84,,3.00,2.80,29.28,0.30,1.37,370.50,242,121.3,0.402060986,248,15,3298,401,0.0032,20.07152157,Napo moist forests,313,0.75,0.4025,1,7,Tropical Rainforest,7.799710274,0,0,0,0,0,0,0,0.08,0,0,0.24,0,0,0,0,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,94.32,0,0,0,0,0,0.08,0.24,0,94.32,0,0,0,0,5.34
Ecdr-Am_TexacPnd,-0.083,-76.883,,,,,,0.05,,,,,,,,,,,0.006,,,,,,,,,18.65,,,,,,,,,,,,314,123,123,246,19,3658,403,0.006,6.561049779,Napo moist forests,313,3.375,0.297727,1,7,Tropical Rainforest,5.629593372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,99.32,0,0,0,0.39,0,0,0,0.39,99.32,0,0,0,0,0.28
Ecdr-Am_Zancdcch,-0.603,-75.483,27.5,5.665,13.58,,6.896,1.95,,,,,,,,,,,0.016453,,,,,,,,,2.2,4.61,10.48,1.38,22.14,,3.00,4.80,2.34,109.50,1.84,35.40,185,116.9,4.497529984,259,25,2655,562,0.0104,54.93764359,Napo moist forests,316,0,-9999,3,7,Tropical Rainforest,1.701037407,0,0,0,0,0,0,0.05,0.24,0,0,0.22,0,0,0,0,0,3.44,0,0,0,0.05,0,0,0,0,0,0,0,0,95.98,0,0,0,0,0,0.24,0.22,0.05,95.98,0,0,0.05,0,3.44
Ecdr-An_Anteojos,-1.0963987,-78.340566,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,3608,175.6,0.078267597,73,23,1131,605,0.0004,0.228948865,Northern Andean p├íramo,312,1.875,0.300001,1,7,Forest and Field,5,0.25,11.67,7.47,0,0,0,3.37,7.93,0,0,1.42,0.09,8.89,0,0,6.91,0.32,0,0,0.24,0.99,0,0,0.25,0,19.31,0,0,0.06,0,30,0,0,0.77,11.92,71.87,10.37,1.85,0,0,0.24,3.37,0,0.32
Ecdr-An_Apicocha,-2.781183333,-79.21968333,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,3920,225.7,0.0110327,59,36,967,394,0.0012,0.131834973,Northern Andean p├íramo,312,3.75,0.349833,1,7,Cold Grassland,14,0.29,6.78,30.34,0,0,0,2.7,2.53,0,0,0.3,0.01,0,0,0,0.11,0,0,0,0,0.33,0,0,8.12,0,22.39,0,0,0,0,25.81,0,0.08,0,7.07,89.3,0.3,0.34,0,0.08,0,2.7,0,0
Ecdr-An_Cañarpnd,-4.615,-79.41666667,,,102.5,,20.58,,,,,,,,,,0.344,,0.326,,,,,,,,,4,,,,,,,,,,,,1955,190.1,190.1,189,81,1019,235,0.0004,0.023461764,Eastern Cordillera real montane forests,301,34.375,0.498687,1,7,Woody Savanna,4.251257896,1.45,10.84,16.4,0,0,0,3.29,1.5,0,0,3.59,1.2,0.05,0,0,0,0.16,0,2.16,1.67,8.74,0,0,3.08,0,8.17,0,0,0,0.71,8.63,0,0,28.39,12.29,37.78,5.8,38.33,0.71,0,1.67,3.29,0,0.16
Ecdr-An_Caricoha,0.137846,-78.266149,10,5.9,55.2,,,0.5,0.325,0.32,0.19,,,,5,0.025,0.0284,7,0.00002,,12.8,,,,,,,92.9,2.87,7.26,1.21,54.73,,3.00,19.10,0.31,2069.90,11.05,10.30,3722,88.6,2.74435997,68,27,1319,303,0.0016,0.503409922,Northern Andean p├íramo,301,0,0.070958,1,7,Semi Desert Shrubs,8.266884804,0,0,6.16,0,0,0,23.81,3.03,0,0,6.36,1.14,2.03,0,0,3.87,0.53,0,2.61,1.89,14.97,0,0,10.56,0,2.16,0,0,0.29,0.08,14.23,0,0,6.2,0,40.01,11.29,22.31,0.08,0,1.89,23.81,0,0.53
Ecdr-An_Cochabmb,-1.5,-78.71666667,17,6.3,,,13.37,0.01,0.38,,,,,,9.7,,0.3098,,0.075826,,,,,,,,,0.425,,,,,,,,,,,,3548,131.6,0.0196888,89,21,905,460,0,0,Northern Andean p├íramo,312,3,0.441098,1,7,Savanna (Woods),9.728223801,0.7,1.92,20.46,0,0,0,1.93,2.64,0,0,1.92,0.32,0.84,0,0,19.35,0,0,0.53,0,3.59,0,0,6.38,0,6.21,0,0,0,0,30.51,0.04,0,2.62,2.62,85.55,3.29,6.53,0,0,0,1.93,0.04,0
Ecdr-An_Culbrlls,-2.422648,-78.859654,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,2.92,1.29,3.83,,3.00,9.40,0.57,77.30,15.34,36.00,3887,225.8,0.359320998,51,43,680,230,0.0012,0.228155232,Northern Andean p├íramo,301,0,0.245864,1,7,Upland Tundra,5.250246525,0,0.32,12.47,0,0,0,0.28,6.92,0,0,0.35,0.32,0.27,0,0,0.54,0,0,0.08,0.2,6.88,0,0,2.5,0,6.83,0,0,0,0,57.81,0,0,4.17,0.32,87.07,0.7,11.37,0,0,0.2,0.28,0,0
Ecdr-An_Huarmcch,0.114054,-78.272925,12,6.65,47,,,21.5,0.2,0.16,0.7,,,,7,0.027,0.0204,7,0.00003,,11.7,,,,,,,1.5,,,,,,,,,,,,3702,88.6,0.081780501,67,25,1326,335,0.0016,0.503409922,Northern Andean p├íramo,301,1.75,0.460653,1,7,Semi Desert Shrubs,7.258657455,0,0,5.93,0,0,0,23,3.69,0,0,7.13,1.16,2.12,0,0,4.06,0.53,0,2.38,2.42,14.65,0,0,10.59,0,2.05,0,0,0.29,0.08,13.42,0,0,6.4,0,39.74,11.92,22.21,0.08,0,2.42,23,0,0.53
Ecdr-An_Illincocha,-2.795,-79.21666667,7,8.6,10,,,0.5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4079,225.7,0.000161886,52,38,928,389,0.0012,0.131834973,Northern Andean p├íramo,312,6.625,0.417919,3,7,Cold Grassland,8.728223801,0.29,5.11,31.22,0,0,0,3.07,3.78,0,0,0.31,0.09,0,0,0,0.15,0,0,0,0,0.38,0,0,8.59,0,20.88,0,0,0,0,25.83,0,0.08,0,5.4,90.45,0.31,0.47,0,0.08,0,3.07,0,0
Ecdr-An_LaCiénag,-0.77419,-78.619095,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2988,135.1,0.00640668,119,38,671,312,0,0,Eastern Cordillera real montane forests,312,6.75,0.355488,1,7,"Crops, Grass, Shrubs",26,0,1.05,12.69,0,0,0,0.92,11.57,0,0,2.19,0.09,0.59,0,0,0.84,0,0,0.88,0,8.97,0,0,3.34,0,4.14,0,0,0,0,47.98,0.11,0,4.61,1.05,80.56,3.66,13.67,0,0,0,0.92,0.11,0
Ecdr-An_Limpipng,-0.25,-78.5,12,5,48,,,0.65,,0.648,5.17,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,3662,141.2,0.224254996,72,32,1121,320,0,0.012852847,Eastern Cordillera real montane forests,312,8.375,0.486898,1,7,Upland Tundra,5.250463009,0,2.41,14,0,0,0,1.01,8.07,0,0,6.83,0.41,0.42,0,0,0.91,0,0,5.85,0,9.69,0,0,3.54,0,4.54,0,0,0,1.55,34.38,0,0,6.37,2.41,65.44,13.1,16.47,1.55,0,0,1.01,0,0
Ecdr-An_Llaviacu,-2.842933333,-79.14608333,16.9,7.9,44,,4.75,4.1,,,,,,,,,0.4675,,0.1194,,,,8,,,,,16,,,,,,,,,,,,3150,225.7,0.120999001,102,25,1000,718,0.0012,0.131834973,Eastern Cordillera real montane forests,312,4.125,0.301966,1,7,Crops and Town,6.339466572,0,0.24,33.53,0,0,0,11.06,10.03,0,0,1.07,0.09,0,0,0,0.32,0,0,0,0,2.64,0,0,12.9,0,11.77,0,0,0,0,13.21,2.76,0.08,0,0.24,81.76,1.07,2.73,0,0.08,0,11.06,2.76,0
Ecdr-An_Papallct,-0.366666667,-78.16666667,10,,,,1.31,0.5,,,,,,,,,,,0.079088,,,,,,,,,31,0.28,2.64,1.40,2.28,,3.00,8.10,3.49,7.60,12.52,123.40,3352,241.8,0.321321011,88,17,1282,475,0,0.012852847,Eastern Cordillera real montane forests,312,0.5,0.284094,1,7,Cold Grassland,7,0.05,3.95,11.53,0,0,0,3.34,7.39,0,0,7.03,0,5.82,0,0,2.61,0.16,0,0.37,0.06,4.13,0,0,3.4,0.14,19.9,0,0,0.08,0.41,28.47,0,0,1.13,4,73.44,13.3,5.26,0.41,0,0.06,3.34,0,0.16
Ecdr-An_Pisayamb,-1.0847,-78.387,8.25,6.5,176.0166667,,7.43,3.5,,,,,,,,,,,0.04545375,,,,,,,,,30,3.33,8.01,1.24,43.32,,3.00,13.00,3.22,155.80,6.69,63.70,3548,176.6,3.619460106,81,22,1043,583,0.0004,0.228948865,Northern Andean p├íramo,312,0,0.0423861,1,7,"Crops, Grass, Shrubs",7,0.16,8.31,8.27,0,0,0,4.96,10.84,0,0,3.15,0.08,8.47,0,0,7.99,0.32,0,0,0.24,3.31,0,0,1.46,0,13.75,0,0,0.08,0,27.49,0,0,1.04,8.47,69.8,11.7,4.43,0,0,0.24,4.96,0,0.32
Ecdr-An_Pucacoch,-1.483333333,-78.25,10,7.7,,,,0.35,0.62,,,,,,8.2,,0.0585,,,,,,,,,,,,,,,,,,,,,,,2042,174.2,0.0044379,170,37,1561,622,0,0,Eastern Cordillera real montane forests,312,38.75,0.483899,1,7,"Crops, Grass, Shrubs",8.257580757,0.1,11.77,8.03,0,0,0,3.77,8.1,0,0,14.78,10.27,0.96,0,0,1.52,0,0,0.74,0.48,6.43,0,0,0.59,0,15.14,0,0,0,2.06,15.06,0,0,0.16,11.87,48.44,16.48,16.86,2.06,0,0.48,3.77,0,0
Ecdr-An_Quilotoa,-0.8562,-78.9017,15,7.8,15600,,85.5,0.6,44.8,,,,,,,,,,0.0137,,,,,,,,,240,2.91,6.52,1.08,97.02,,3.00,33.40,0.10,11576.40,21.31,3.00,3505,2.8,3.16989994,87,51,817,278,0.0004,0.185148996,Northern Andean p├íramo,301,0,0.0341319,1,7,Inland Water,7.250463009,0.5,13.84,6.99,0,0,0,0.4,5.9,0,0,0,0,0.39,0,0,0,0.48,0,0.05,0,4.74,0,0,0.53,0,12.05,0,0,0,0.24,51.33,0,0,2.48,14.34,76.8,0.44,7.22,0.24,0,0,0.4,0,0.48
Ecdr-An_SanMarcs,0.116666667,-78.41666667,13.8,7.2,43,,1.7,2.5,0.38,,,2.5,13.54,,85.5,0.05,,,0.0336505,,0.004,,,,,,,38,0.48,3.66,1.50,4.06,,3.00,8.50,0.41,115.90,11.86,12.90,3429,96,0.612558007,81,17,1040,425,0.0008,0.673530132,Eastern Cordillera real montane forests,312,6.375,0.347788,1,7,Inland Water,3.250016451,0,1.68,13.72,0,0,0,12.44,7.83,0,0,5.61,0.15,0.47,0,0,3.07,0.31,0,6.49,2.6,6.09,0,0,7.79,0.38,9.08,0,0,3.06,1.04,14.69,0,0.09,3.26,1.68,56.56,15.63,9.5,1.04,0.09,2.6,12.44,0,0.31
Ecdr-An_Tambo,-1.831833333,-78.36666667,8,6.5,,,2.49,,,,,,,,,,,,0.046655,,,,,,,,,2,,,,,,,,,,,,3621,176.6,0.104208998,72,23,1112,574,0.0004,0.228948865,Northern Andean p├íramo,312,2,0.337635,1,7,"Crops, Grass, Shrubs",6,0.22,12.13,8.15,0,0,0,4.35,8.7,0,0,2.78,0,9.18,0,0,8.73,0.32,0,0,0.24,1.22,0,0,0.8,0,16.91,0,0,0.08,0,25.14,0,0,0.97,12.35,68.43,12.04,2.19,0,0,0.24,4.35,0,0.32
Ecdr-An_Toread,-2.8445,-79.25366667,5,7,71,,2.28,4,,,,,,,,,1.324,,0.0275,,,,,,,,,22,,,,,,,,,,,,3911,225.7,0.127912,59,36,967,394,0.0012,0.131834973,Northern Andean p├íramo,312,2.125,0.349833,1,7,Cold Grassland,14,0.29,7.35,30.23,0,0,0,2.28,2.29,0,0,0.28,0,0,0,0,0.11,0,0,0,0,0.27,0,0,8.1,0,22.36,0,0,0,0,26.12,0,0.08,0,7.64,89.21,0.28,0.27,0,0.08,0,2.28,0,0
Ecdr-An_Yanacoch,0.129336,-78.254003,12,5.8,65,,0.8,4,0.48,,,,,,0.8,,,,0.0103,,,,,,,,,7.6,,,,,,,,,,,,3883,88.6,0.155277997,50,21,1412,345,0.0016,0.503409922,Northern Andean p├íramo,301,18.125,0.460653,1,7,Semi Desert Shrubs,7.258657455,0,0,5.89,0,0,0,22.49,4.09,0,0,7.15,1.2,2.13,0,0,4.1,0.53,0,2.37,2.46,14.42,0,0,10.65,0,2.1,0,0,0.29,0.08,13.44,0,0,6.48,0,40.27,11.94,22.1,0.08,0,2.46,22.49,0,0.53
Ecdr-Cs_Dckwdpnd,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecdr-Cs_DosHrmns,-0.783333333,-79.91666667,30,7.39,,,,0.01,,8.58,,5.68,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,232,186.9,186.9,241,101,1642,595,0.0016,3.244323296,Western Ecuador moist forests,301,31.5,0.383663,3,7,Woody Savanna,13,0,0,0,0,0,0,4.24,0.4,0,0,1.36,12.02,0.19,0,0,0,9.07,0,0,4.66,0,0,0,0,0,0,0,0,0,1.78,0,0,0,66.23,0,0.4,1.55,78.25,1.78,0,4.66,4.24,0,9.07
Ecdr-Cs_EsmrldsL,-1.066666667,-79.23333333,30,,,,,0.01,,11.61,28.82,16.21,95.36,,,,,,,,,,,,,,,1,,,,,,,,,,,,567,189.6,189.6,213,84,2210,592,0.0004,0.939752157,Northwestern Andean montane forests,301,7.25,0.472832,3,7,Barren Tundra,6.251257896,1.9,23.64,4.63,0,0,0,5.31,0,0,0,0,3.02,5.99,0,0,1.28,0,0,0,2.41,0.8,0,0,0.53,0,27.39,0,0,2.04,0.76,9.46,0,0,10.79,25.54,43.29,8.03,14.61,0.76,0,2.41,5.31,0,0
Ecdr-Cs_Lemna,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,-9999,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecdr-Cs_SanGernm,-2.25,-80.06666667,,6.5,,,,0.2,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,22,209,209,253,120,683,1029,0.008,19.37306607,Western Ecuador moist forests,301,0,0.418421,3,7,Forest and Field,17.79423714,4.52,0,0.35,0,0,0,16.38,5.41,0,0,4.25,8.79,9.12,0,0,1.05,2.3,0,0,4.81,0.34,0,2.76,3.28,0,0.83,0,0.16,0,0,1.26,1.27,0,33.14,4.52,12.34,13.37,42.27,2.76,0,4.81,16.38,1.27,2.3
Ecdr-Cs_Tinaland,-0.333333333,-79.08333333,26,6,,,,1,,0.034,1.19,3.39,3.78,,,,,,,,,,,,,,,2,,,,,,,,,,,,974,202.3,202.3,199,76,2435,403,0.0024,7.596051607,Northwestern Andean montane forests,301,13.75,0.554,3,7,Bare Desert,7.318683624,7.79,50.23,1.1,0,0,0,0.01,0.66,0,0,0,0.86,3.81,0,0,0,0,0,0,0,0,0,0,0.24,0,20.24,0,0,0.25,0,11.2,0.58,0,2.98,58.02,33.44,4.06,3.84,0,0,0,0.01,0.58,0
Ecdr-Cs_Wtrfllpn,-0.366666667,-78.83333333,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,199.4,199.4,185,64,2265,237,0,0.422218938,Northwestern Andean montane forests,301,11.125,0.292113,1,7,Barren Tundra,11,24.48,68.25,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,2.06,0,0,0.08,92.73,7.14,0,0.08,0,0,0,0,0,0
Ecdr-In_Colta,-1.75,-78.73333333,18,8.4,1095,,54.6,3,15.5,,,9.3,50,,9,,0.15075,1.2,0.046595,,,,,,,,,1.5,0.71,4.82,1.61,1.49,,3.00,2.10,0.44,39.00,0.57,17.20,3302,138.6,1.649209976,104,32,907,376,0,0,Eastern Cordillera real montane forests,312,0,0.403846,3,7,Upland Tundra,26,0,0,13.91,0,0,0,0.18,0.7,0,0,0.24,0.11,0.56,0,0,0,0,0,0.42,0,1.04,0,0,7.21,0,9.56,0,0,0,0,63.58,0.18,0,2.3,0,94.96,1.22,3.45,0,0,0,0.18,0.18,0
Ecdr-In_Conru,0.235371,-78.089553,17,6.7,163.3,,,2.5,1.5,0.61,4.23,,14.5,,7.4,0.05,0.016,9,0.00005,,,,,,,,,5,,,,,,,,,,,,2826,180.8,0.0266158,130,40,984,253,0.0008,0.673530132,Northwestern Andean montane forests,301,9.625,0.332379,3,7,Rice Paddy and Field,14,0,0,4.22,0,0,0,27.51,9.8,0,0,8.65,0.23,0.48,0,0,4.04,0.82,0,7.12,3.01,9.99,0,0,11.65,0.31,0,0,0,1.3,0.97,0.91,0,0,8.88,0,30.93,17.55,19.1,0.97,0,3.01,27.51,0,0.82
